request_id,service_name,endpoint,method,response_time_ms,status_code,user_role,region,payload_size_kb,timestamp
10037,Workday,/transactions,PUT,489,200,analyst,us-west-2,238,2026-07-01 02:04:57.736851
10038,ServiceNow,/reports,DELETE,1326,500,analyst,us-west-2,277,2026-07-05 14:31:57.737017
10039,Salesforce,/orders,DELETE,835,200,analyst,eu-central-1,192,2026-06-23 02:52:57.737167
10040,Workday,/customers,POST,496,200,developer,us-east-1,6,2026-06-14 23:24:57.737318
10041,SAP,/orders,GET,321,201,admin,eu-central-1,99,2026-06-12 19:22:57.737516
10042,SAP,/orders,DELETE,1204,401,viewer,eu-central-1,128,2026-07-15 02:25:57.737662
10043,Stripe,/payments,PUT,705,200,viewer,us-west-2,288,2026-06-27 02:03:57.737804
10044,Slack,/transactions,POST,1429,500,developer,us-east-1,104,2026-07-12 19:10:57.737962
10045,Stripe,/orders,POST,778,200,developer,eu-central-1,306,2026-06-17 05:00:57.738102
10046,Workday,/payments,PUT,55,200,admin,us-east-1,264,2026-06-25 00:52:57.738252
10047,Stripe,/customers,PUT,490,200,analyst,us-west-2,322,2026-07-10 23:09:57.738394
10048,ServiceNow,/users,POST,594,200,developer,us-east-1,150,2026-07-07 23:18:57.738577
10049,Workday,/payments,POST,1097,200,analyst,us-east-1,481,2026-06-23 20:35:57.738724
10050,Workday,/customers,GET,1146,201,viewer,us-west-2,365,2026-07-05 10:45:57.738862
10051,Workday,/orders,POST,655,200,developer,us-west-2,147,2026-06-23 07:11:57.739023
10052,ServiceNow,/customers,POST,1389,200,admin,us-west-2,117,2026-06-30 21:48:57.739181
10053,Salesforce,/customers,GET,1101,400,developer,us-east-1,239,2026-07-11 10:55:57.739342
10054,Salesforce,/orders,GET,916,200,viewer,us-east-1,487,2026-06-13 12:29:57.739504
10055,Stripe,/orders,PUT,1119,200,developer,eu-central-1,485,2026-06-25 04:29:57.739649
10056,Stripe,/customers,GET,1090,200,admin,us-west-2,238,2026-07-10 13:11:57.739816
10057,Workday,/payments,POST,451,201,admin,eu-central-1,100,2026-07-06 09:19:57.739998
10058,Slack,/reports,GET,1143,200,developer,eu-central-1,394,2026-06-19 17:44:57.740167
10059,Salesforce,/orders,GET,535,404,viewer,eu-central-1,258,2026-06-29 09:55:57.740321
10060,ServiceNow,/customers,DELETE,709,401,analyst,us-east-1,417,2026-06-25 07:56:57.740466
10061,SAP,/customers,PUT,1460,200,viewer,us-west-2,43,2026-07-12 01:52:57.742663
10062,Workday,/reports,POST,1296,200,analyst,us-west-2,35,2026-06-28 20:17:57.742813
10063,SAP,/payments,POST,1041,200,developer,eu-central-1,105,2026-06-26 14:14:57.742956
10064,SAP,/payments,GET,1118,200,admin,us-east-1,277,2026-07-01 10:46:57.743068
10065,Slack,/orders,GET,939,200,viewer,eu-central-1,177,2026-06-29 05:36:57.743175
10066,Slack,/users,PUT,115,200,viewer,eu-central-1,190,2026-07-03 10:18:57.743363
10067,Salesforce,/orders,PUT,236,401,analyst,us-east-1,286,2026-06-23 00:45:57.743541
10068,Workday,/users,POST,416,200,analyst,eu-central-1,177,2026-06-13 09:32:57.743706
10069,Salesforce,/transactions,DELETE,284,200,analyst,us-west-2,223,2026-07-05 22:01:57.743903
10070,SAP,/orders,PUT,415,200,admin,eu-central-1,469,2026-06-23 03:37:57.744089
10071,Salesforce,/orders,GET,1085,404,developer,eu-central-1,398,2026-06-17 12:25:57.744241
10072,SAP,/transactions,PUT,677,200,analyst,us-east-1,74,2026-06-19 13:07:57.744397
10073,SAP,/reports,PUT,1217,200,admin,us-west-2,393,2026-07-03 13:07:57.744573
10074,Slack,/orders,GET,1208,403,developer,eu-central-1,136,2026-06-26 10:35:57.744736
10075,Stripe,/customers,GET,530,401,analyst,us-east-1,301,2026-07-05 23:57:57.744919
10076,Workday,/transactions,GET,895,200,developer,eu-central-1,91,2026-06-27 17:13:57.745082
10077,Stripe,/transactions,GET,672,403,developer,us-west-2,58,2026-06-28 00:35:57.745240
10078,SAP,/users,PUT,1044,200,analyst,us-east-1,348,2026-06-24 12:09:57.745413
10079,Salesforce,/users,DELETE,948,200,developer,us-east-1,134,2026-07-15 05:40:57.749653
10080,SAP,/orders,PUT,1192,200,viewer,us-west-2,213,2026-07-14 02:59:57.749832
10081,ServiceNow,/transactions,DELETE,1484,200,developer,eu-central-1,233,2026-07-07 22:41:57.750007
10082,Salesforce,/orders,POST,1302,200,viewer,eu-central-1,441,2026-06-18 21:51:57.750162
10083,Stripe,/customers,DELETE,687,200,admin,us-west-2,348,2026-07-10 15:30:57.750323
10084,Slack,/customers,DELETE,888,200,admin,eu-central-1,447,2026-06-20 05:57:57.750489
10085,SAP,/customers,GET,751,200,viewer,us-east-1,397,2026-06-17 18:04:57.750663
10086,Stripe,/payments,PUT,275,200,admin,eu-central-1,409,2026-06-21 17:35:57.750819
10087,Slack,/transactions,GET,1048,404,analyst,us-east-1,374,2026-07-15 13:55:57.750998
10088,Salesforce,/transactions,GET,1325,200,analyst,us-east-1,342,2026-06-26 08:12:57.751161
10089,SAP,/users,POST,124,400,analyst,eu-central-1,385,2026-07-10 17:54:57.751323
10090,Stripe,/customers,GET,728,200,analyst,us-east-1,358,2026-07-15 07:20:57.756445
10091,SAP,/orders,GET,733,200,developer,eu-central-1,145,2026-07-05 02:18:57.756668
10092,Stripe,/users,PUT,704,200,admin,us-west-2,449,2026-06-12 02:32:57.756826
10093,Slack,/customers,PUT,1115,201,analyst,us-west-2,250,2026-06-19 09:00:57.757006
10094,Slack,/customers,GET,1097,400,viewer,us-east-1,478,2026-06-15 15:19:57.757160
10095,Salesforce,/orders,GET,597,201,analyst,eu-central-1,103,2026-06-28 17:19:57.757292
10096,Slack,/reports,POST,117,200,developer,us-west-2,335,2026-07-04 15:03:57.757444
10097,Slack,/customers,GET,185,200,admin,eu-central-1,30,2026-06-29 08:18:57.757646
10098,Salesforce,/orders,GET,919,200,developer,us-east-1,330,2026-07-12 05:10:57.757820
10099,SAP,/payments,POST,72,200,developer,us-east-1,126,2026-07-01 17:21:57.759654
10100,ServiceNow,/transactions,PUT,780,200,analyst,eu-central-1,336,2026-06-20 04:18:57.759815
10101,Workday,/customers,DELETE,300,200,analyst,eu-central-1,155,2026-07-11 06:06:57.759994
10102,SAP,/payments,PUT,1446,500,admin,us-east-1,466,2026-07-12 16:16:57.760177
10103,Stripe,/orders,POST,664,200,admin,us-west-2,46,2026-06-13 21:05:57.760340
10104,SAP,/transactions,GET,813,200,admin,eu-central-1,121,2026-06-15 18:36:57.760539
10105,Stripe,/transactions,PUT,67,200,admin,us-east-1,26,2026-06-15 13:43:57.760711
10106,ServiceNow,/orders,DELETE,738,200,analyst,eu-central-1,56,2026-07-06 03:56:57.760906
10107,Workday,/reports,DELETE,1429,200,admin,us-west-2,14,2026-06-13 19:03:57.761078
10108,ServiceNow,/reports,PUT,1317,200,developer,us-west-2,227,2026-07-05 03:30:57.761259
10109,Salesforce,/orders,DELETE,733,200,analyst,us-east-1,273,2026-06-21 12:10:57.761433
10110,Stripe,/customers,GET,164,200,admin,us-east-1,68,2026-06-24 19:18:57.763653
10111,SAP,/payments,PUT,247,201,analyst,us-west-2,34,2026-07-10 08:03:57.763838
10112,Salesforce,/customers,PUT,444,201,admin,us-west-2,180,2026-07-06 14:54:57.764034
10113,ServiceNow,/orders,POST,1420,200,admin,us-east-1,150,2026-06-11 22:37:57.764190
10114,Workday,/reports,PUT,1489,200,developer,us-west-2,95,2026-06-26 21:44:57.764356
10115,ServiceNow,/transactions,PUT,1083,403,admin,eu-central-1,6,2026-07-01 14:45:57.764496
10116,Workday,/reports,POST,900,500,developer,us-west-2,435,2026-06-16 19:37:57.764612
10117,ServiceNow,/payments,PUT,192,201,viewer,us-east-1,326,2026-06-18 23:16:57.764715
10118,ServiceNow,/customers,GET,551,200,admin,eu-central-1,1,2026-06-24 16:19:57.764831
10119,Stripe,/orders,POST,158,201,analyst,us-east-1,491,2026-06-18 12:03:57.765007
10120,Slack,/payments,GET,191,200,developer,us-east-1,168,2026-06-12 16:42:57.765163
10121,SAP,/users,GET,796,200,analyst,eu-central-1,408,2026-06-21 16:57:57.765314
10122,Stripe,/users,GET,337,200,viewer,us-west-2,334,2026-06-23 03:51:57.765452
10123,Salesforce,/payments,DELETE,532,201,viewer,us-west-2,60,2026-07-14 06:16:57.767586
10124,ServiceNow,/users,GET,289,201,viewer,us-west-2,291,2026-07-11 10:53:57.767767
10125,ServiceNow,/transactions,POST,1453,200,developer,us-east-1,237,2026-06-30 20:40:57.767962
10126,Stripe,/transactions,GET,441,200,admin,eu-central-1,63,2026-07-03 11:15:57.768138
10127,Salesforce,/users,PUT,522,200,developer,us-west-2,309,2026-07-02 16:30:57.768322
10128,ServiceNow,/reports,POST,598,200,analyst,eu-central-1,456,2026-06-20 06:29:57.768527
10129,SAP,/users,DELETE,497,200,analyst,eu-central-1,420,2026-06-23 20:51:57.768716
10130,SAP,/orders,PUT,970,201,admin,us-west-2,196,2026-07-08 02:15:57.768932
10131,SAP,/transactions,POST,884,201,developer,us-west-2,397,2026-07-02 08:55:57.769097
10132,SAP,/customers,DELETE,34,200,admin,us-east-1,157,2026-06-29 02:54:57.769268
10133,SAP,/payments,PUT,114,200,analyst,eu-central-1,420,2026-07-05 14:22:57.769443
10134,SAP,/customers,PUT,1297,200,developer,us-west-2,134,2026-06-22 06:43:57.771657
10135,Slack,/reports,PUT,415,200,developer,us-east-1,104,2026-07-06 13:25:57.771794
10136,Workday,/transactions,DELETE,1023,200,viewer,us-east-1,376,2026-06-14 20:43:57.771927
10137,Salesforce,/customers,PUT,1421,200,admin,us-west-2,51,2026-06-18 16:37:57.772047
10138,Salesforce,/reports,PUT,1450,200,admin,us-west-2,101,2026-06-17 20:00:57.772164
10139,Workday,/reports,PUT,844,200,admin,eu-central-1,438,2026-06-20 10:00:57.772274
10140,SAP,/users,GET,1180,200,developer,us-east-1,117,2026-06-19 14:14:57.772386
10141,Workday,/users,POST,94,200,developer,us-west-2,391,2026-06-23 01:55:57.772856
10142,Salesforce,/transactions,PUT,895,201,analyst,eu-central-1,182,2026-07-09 13:38:57.772990
10143,Workday,/reports,GET,1204,200,admin,us-east-1,63,2026-06-13 20:05:57.773100
10144,Slack,/orders,GET,986,200,admin,us-east-1,177,2026-07-12 06:47:57.773206
10145,Workday,/orders,DELETE,580,200,analyst,us-east-1,224,2026-06-19 21:13:57.773311
10146,ServiceNow,/transactions,POST,51,201,developer,us-east-1,305,2026-06-16 10:55:57.773422
10147,ServiceNow,/payments,GET,609,200,analyst,eu-central-1,498,2026-07-01 01:36:57.773590
10148,Salesforce,/payments,POST,966,200,analyst,us-east-1,264,2026-06-25 12:59:57.773747
10149,Slack,/payments,PUT,181,404,viewer,us-east-1,87,2026-07-07 00:22:57.773875
10150,Slack,/orders,DELETE,852,200,admin,eu-central-1,323,2026-07-04 04:06:57.774012
10151,SAP,/reports,GET,1282,200,admin,eu-central-1,51,2026-06-12 21:41:57.774134
10152,Slack,/transactions,DELETE,1131,200,developer,us-west-2,491,2026-06-28 19:24:57.774265
10153,SAP,/reports,GET,929,200,analyst,eu-central-1,432,2026-07-07 03:09:57.774387
10154,Salesforce,/orders,PUT,1424,200,analyst,us-east-1,188,2026-06-12 21:47:57.774542
10155,SAP,/customers,PUT,765,403,analyst,us-west-2,195,2026-07-09 12:59:57.774665
10156,Workday,/orders,GET,953,200,viewer,us-west-2,393,2026-06-19 15:50:57.774783
10157,Slack,/reports,DELETE,1323,200,admin,us-west-2,158,2026-07-10 16:01:57.774928
10158,Salesforce,/payments,PUT,1252,500,developer,us-east-1,40,2026-07-02 08:21:57.775052
10159,Salesforce,/reports,POST,1278,200,developer,us-west-2,442,2026-06-20 00:43:57.775168
10160,SAP,/transactions,POST,1189,200,viewer,us-east-1,42,2026-07-07 16:32:57.775285
10161,Slack,/users,GET,1196,200,developer,us-west-2,76,2026-06-19 00:41:57.775413
10162,Stripe,/orders,PUT,1330,200,developer,eu-central-1,168,2026-07-14 11:02:57.775556
10163,SAP,/payments,GET,1444,200,developer,us-east-1,476,2026-06-24 01:37:57.775692
10164,Slack,/customers,POST,1406,200,admin,eu-central-1,181,2026-06-25 04:31:57.775835
10165,SAP,/orders,PUT,1339,201,analyst,us-east-1,187,2026-07-07 13:29:57.775984
10166,Stripe,/payments,PUT,642,200,viewer,us-west-2,406,2026-07-07 21:58:57.776108
10167,Workday,/customers,PUT,1287,200,analyst,us-east-1,446,2026-06-29 00:21:57.776229
10168,Slack,/users,POST,1493,200,admin,us-east-1,201,2026-06-28 21:06:57.776350
10169,Salesforce,/orders,PUT,61,201,admin,eu-central-1,291,2026-06-21 04:53:57.776517
10170,Workday,/customers,PUT,121,200,developer,eu-central-1,101,2026-06-14 04:58:57.776638
10171,SAP,/users,POST,31,403,developer,eu-central-1,264,2026-06-11 12:02:57.776746
10172,SAP,/reports,DELETE,729,400,viewer,us-east-1,466,2026-07-07 01:50:57.776888
10173,Salesforce,/orders,POST,66,200,viewer,us-west-2,16,2026-07-07 07:26:57.777004
10174,Slack,/orders,POST,269,500,analyst,us-west-2,335,2026-07-12 05:58:57.777111
10175,ServiceNow,/payments,PUT,746,201,admin,us-west-2,223,2026-07-09 11:04:57.777217
10176,ServiceNow,/payments,PUT,1316,200,developer,eu-central-1,152,2026-06-27 20:54:57.777322
10177,Slack,/transactions,GET,1214,200,viewer,us-west-2,183,2026-06-20 23:29:57.777427
10178,Salesforce,/customers,GET,1001,200,admin,us-east-1,210,2026-06-29 06:14:57.777554
10179,Slack,/customers,POST,1493,401,analyst,eu-central-1,170,2026-06-12 01:16:57.777660
10180,SAP,/orders,POST,1459,200,viewer,eu-central-1,379,2026-07-15 04:59:57.777766
10181,SAP,/reports,GET,496,200,developer,us-east-1,236,2026-06-17 19:50:57.777871
10182,Workday,/users,POST,945,200,admin,eu-central-1,359,2026-07-06 13:40:57.777990
10183,Salesforce,/transactions,GET,1185,201,viewer,us-west-2,498,2026-07-06 18:48:57.778099
10184,Salesforce,/users,GET,604,200,analyst,us-east-1,377,2026-06-22 17:31:57.778203
10185,ServiceNow,/payments,GET,80,200,admin,eu-central-1,380,2026-06-28 23:49:57.778306
10186,Stripe,/transactions,POST,245,500,admin,eu-central-1,52,2026-06-19 11:51:57.778412
10187,SAP,/transactions,GET,1409,200,developer,eu-central-1,226,2026-06-11 13:36:57.778555
10188,Salesforce,/payments,PUT,73,200,analyst,eu-central-1,177,2026-06-10 21:08:57.778670
10189,Slack,/users,GET,438,403,developer,us-west-2,62,2026-06-13 05:24:57.778786
10190,ServiceNow,/reports,GET,1163,403,admin,eu-central-1,89,2026-06-12 17:25:57.778923
10191,Slack,/transactions,GET,971,200,analyst,eu-central-1,476,2026-06-19 14:01:57.779042
10192,Salesforce,/payments,DELETE,189,401,admin,eu-central-1,40,2026-06-23 04:00:57.779157
10193,ServiceNow,/payments,DELETE,1167,200,analyst,us-west-2,328,2026-06-16 01:24:57.779272
10194,Slack,/payments,POST,56,201,viewer,us-east-1,284,2026-06-30 11:30:57.779402
10195,Slack,/orders,DELETE,337,500,admin,eu-central-1,186,2026-07-01 09:44:57.779604
10196,ServiceNow,/orders,GET,1332,200,developer,eu-central-1,336,2026-07-14 11:33:57.779730
10197,ServiceNow,/transactions,DELETE,800,200,analyst,us-east-1,345,2026-07-01 23:01:57.779845
10198,ServiceNow,/reports,DELETE,26,200,admin,eu-central-1,45,2026-06-27 07:52:57.779980
10199,Slack,/payments,DELETE,382,200,admin,us-west-2,39,2026-07-09 07:47:57.780097
10200,Slack,/reports,GET,314,200,developer,us-east-1,46,2026-06-20 01:18:57.780214
10201,Salesforce,/payments,DELETE,467,500,viewer,us-east-1,163,2026-07-08 17:22:57.780364
10202,Stripe,/payments,GET,1267,200,developer,eu-central-1,412,2026-07-14 21:17:57.780522
10203,SAP,/orders,POST,1239,200,viewer,us-west-2,324,2026-06-22 10:25:57.780680
10204,Stripe,/users,POST,905,201,admin,us-west-2,474,2026-06-12 17:49:57.780806
10205,Slack,/reports,DELETE,706,200,admin,eu-central-1,227,2026-07-07 16:21:57.780959
10206,SAP,/transactions,GET,898,201,analyst,eu-central-1,459,2026-06-30 16:57:57.781088
10207,Slack,/reports,POST,1328,200,viewer,us-east-1,99,2026-06-25 06:43:57.781218
10208,SAP,/orders,PUT,903,401,viewer,us-west-2,175,2026-07-11 01:04:57.781337
10209,ServiceNow,/transactions,PUT,868,200,developer,us-east-1,21,2026-07-06 09:03:57.781456
10210,ServiceNow,/customers,POST,1496,200,analyst,eu-central-1,257,2026-06-18 08:30:57.781603
10211,Slack,/orders,PUT,1028,403,admin,us-west-2,271,2026-07-06 15:47:57.781720
10212,Workday,/reports,GET,1352,200,viewer,eu-central-1,27,2026-06-29 14:25:57.781842
10213,ServiceNow,/orders,DELETE,712,200,viewer,us-west-2,387,2026-06-13 02:39:57.781973
10214,Salesforce,/reports,POST,474,201,admin,us-west-2,236,2026-07-04 23:53:57.782108
10215,Salesforce,/customers,PUT,745,200,developer,us-east-1,117,2026-06-21 14:33:57.782232
10216,ServiceNow,/orders,GET,91,201,admin,us-west-2,478,2026-06-21 03:23:57.782348
10217,Stripe,/transactions,GET,748,200,admin,us-west-2,425,2026-06-24 17:49:57.782468
10218,ServiceNow,/users,GET,607,201,admin,us-west-2,160,2026-06-24 16:37:57.782621
10219,Stripe,/customers,DELETE,692,200,developer,us-west-2,353,2026-06-11 20:14:57.782738
10220,Salesforce,/orders,POST,608,200,viewer,us-west-2,406,2026-06-11 10:51:57.782852
10221,Slack,/reports,POST,162,500,developer,us-west-2,375,2026-06-15 14:03:57.782980
10222,ServiceNow,/orders,PUT,654,200,developer,us-east-1,262,2026-06-28 05:21:57.783109
10223,Workday,/payments,DELETE,1361,200,viewer,us-west-2,111,2026-06-27 12:29:57.783232
10224,ServiceNow,/customers,DELETE,919,200,developer,us-west-2,22,2026-06-28 08:18:57.783347
10225,Salesforce,/customers,POST,33,200,analyst,us-west-2,12,2026-07-09 14:43:57.783487
10226,Salesforce,/orders,PUT,141,200,analyst,eu-central-1,238,2026-07-08 09:58:57.783615
10227,SAP,/transactions,DELETE,933,200,analyst,us-west-2,37,2026-07-12 06:24:57.783741
10228,ServiceNow,/transactions,DELETE,774,200,analyst,us-east-1,93,2026-06-11 22:05:57.783890
10229,Salesforce,/customers,GET,881,200,admin,eu-central-1,442,2026-07-04 06:15:57.784023
10230,SAP,/customers,DELETE,1407,400,developer,us-west-2,177,2026-07-14 22:08:57.784145
10231,Workday,/payments,GET,885,200,viewer,us-west-2,335,2026-07-04 23:22:57.784261
10232,Slack,/transactions,PUT,205,201,developer,us-east-1,268,2026-06-27 12:27:57.784376
10233,SAP,/users,PUT,813,200,viewer,us-west-2,87,2026-06-12 00:00:57.784533
10234,Stripe,/payments,PUT,312,200,admin,us-west-2,493,2026-07-07 13:23:57.784652
10235,Workday,/orders,PUT,33,200,viewer,eu-central-1,473,2026-07-12 08:36:57.784774
10236,Stripe,/users,PUT,47,200,developer,eu-central-1,229,2026-06-20 15:21:57.784906
10237,Workday,/customers,GET,938,200,analyst,eu-central-1,395,2026-06-15 17:18:57.785017
10238,Slack,/orders,POST,863,200,developer,us-east-1,257,2026-06-14 12:26:57.785132
10239,ServiceNow,/customers,GET,332,200,viewer,us-west-2,468,2026-07-11 05:28:57.785238
10240,SAP,/orders,DELETE,184,200,admin,us-east-1,120,2026-06-16 05:37:57.785347
10241,Stripe,/customers,PUT,976,200,viewer,us-west-2,334,2026-06-27 10:09:57.785459
10242,SAP,/customers,POST,816,200,admin,eu-central-1,35,2026-07-04 11:23:57.785595
10243,ServiceNow,/orders,GET,1028,200,analyst,us-west-2,12,2026-07-01 05:27:57.785703
10244,ServiceNow,/transactions,POST,236,500,developer,us-east-1,185,2026-06-16 22:49:57.785808
10245,ServiceNow,/payments,PUT,1471,200,developer,eu-central-1,384,2026-07-04 21:26:57.785928
10246,Slack,/payments,DELETE,394,200,viewer,us-west-2,341,2026-06-18 19:59:57.786041
10247,Stripe,/orders,PUT,105,200,analyst,us-west-2,193,2026-06-16 10:30:57.786151
10248,ServiceNow,/payments,POST,133,500,developer,us-east-1,26,2026-06-12 15:50:57.786260
10249,Salesforce,/customers,PUT,364,401,developer,us-east-1,1,2026-06-20 05:57:57.786366
10250,Stripe,/orders,DELETE,1112,404,admin,us-west-2,446,2026-06-23 10:34:57.786503
10251,Stripe,/users,GET,1132,200,viewer,us-east-1,73,2026-06-20 13:05:57.786652
10252,Workday,/payments,GET,1145,201,developer,us-west-2,19,2026-07-01 23:10:57.786768
10253,Salesforce,/transactions,GET,1374,201,admin,us-west-2,310,2026-06-20 08:43:57.786887
10254,Salesforce,/customers,POST,730,200,analyst,us-east-1,403,2026-06-11 03:18:57.787000
10255,Salesforce,/users,DELETE,310,200,viewer,us-west-2,474,2026-06-20 20:01:57.787108
10256,Stripe,/reports,POST,981,200,developer,us-east-1,3,2026-06-14 19:46:57.787218
10257,Slack,/reports,DELETE,648,401,admin,us-west-2,153,2026-06-29 21:12:57.787327
10258,SAP,/customers,DELETE,802,200,analyst,eu-central-1,326,2026-06-22 19:45:57.787440
10259,ServiceNow,/transactions,GET,40,201,analyst,eu-central-1,336,2026-07-04 08:31:57.787589
10260,Salesforce,/customers,PUT,70,403,analyst,us-east-1,141,2026-06-26 07:20:57.787702
10261,SAP,/customers,DELETE,392,200,viewer,us-west-2,27,2026-06-19 10:34:57.787809
10262,ServiceNow,/payments,DELETE,689,400,developer,us-west-2,433,2026-06-15 23:12:57.787925
10263,Salesforce,/reports,PUT,1306,200,analyst,us-west-2,39,2026-06-15 07:28:57.788034
10264,Salesforce,/payments,GET,317,200,viewer,us-west-2,263,2026-07-10 16:32:57.788141
10265,SAP,/payments,PUT,910,200,admin,eu-central-1,406,2026-06-16 03:56:57.788249
10266,Workday,/users,POST,540,200,analyst,us-west-2,472,2026-06-29 03:35:57.788356
10267,Slack,/users,POST,878,200,admin,us-west-2,152,2026-07-08 05:07:57.788463
10268,Slack,/users,POST,934,200,viewer,us-west-2,481,2026-06-20 06:33:57.788598
10269,Salesforce,/transactions,DELETE,1269,200,admin,eu-central-1,149,2026-06-16 03:02:57.788716
10270,SAP,/transactions,DELETE,1498,200,viewer,eu-central-1,138,2026-06-11 11:40:57.788828
10271,SAP,/users,POST,940,200,developer,eu-central-1,263,2026-07-09 05:24:57.789208
10272,SAP,/users,GET,478,200,analyst,us-west-2,19,2026-06-25 19:22:57.789403
10273,Slack,/orders,POST,55,201,viewer,us-east-1,353,2026-06-18 20:57:57.789574
10274,Salesforce,/transactions,POST,444,200,analyst,us-east-1,49,2026-07-10 03:21:57.789690
10275,Workday,/transactions,DELETE,168,200,viewer,us-west-2,200,2026-07-13 00:11:57.789810
10276,SAP,/payments,PUT,361,200,developer,us-west-2,215,2026-07-09 20:26:57.789924
10277,ServiceNow,/payments,PUT,135,200,viewer,us-west-2,300,2026-07-02 06:03:57.790083
10278,SAP,/orders,PUT,1346,404,admin,eu-central-1,208,2026-06-24 15:47:57.790199
10279,Salesforce,/customers,GET,1443,200,viewer,eu-central-1,144,2026-06-20 23:31:57.790309
10280,Workday,/transactions,DELETE,649,200,admin,us-east-1,121,2026-07-04 13:03:57.790421
10281,Stripe,/reports,POST,475,200,analyst,us-east-1,272,2026-07-04 00:15:57.790560
10282,Slack,/orders,POST,500,201,analyst,us-west-2,237,2026-07-08 03:45:57.790680
10283,ServiceNow,/users,GET,468,200,analyst,eu-central-1,180,2026-07-02 12:52:57.790796
10284,Workday,/payments,PUT,281,200,analyst,us-west-2,427,2026-06-15 22:39:57.790913
10285,SAP,/customers,POST,31,500,analyst,us-east-1,42,2026-07-08 09:02:57.792665
10286,Stripe,/payments,POST,153,200,analyst,eu-central-1,436,2026-06-28 02:35:57.792856
10287,SAP,/transactions,POST,878,200,developer,eu-central-1,466,2026-06-17 11:43:57.793075
10288,Slack,/users,POST,812,500,admin,us-west-2,289,2026-07-10 11:11:57.793245
10289,Stripe,/reports,POST,400,200,viewer,eu-central-1,483,2026-07-09 19:58:57.793384
10290,SAP,/payments,DELETE,936,200,developer,us-east-1,79,2026-06-29 07:35:57.793587
